" 공포영화 무서워하는 편인데, 중간까지는 좀 무서웠고, 뒤쪽은 졸렸어요..감독이 하고 싶은 얘기가 넘 많은듯. 무섭기도 해야겠고, 사랑얘기도 넣어야겠고, 오컬트 부분도 넣어야하고... 서로 개연성도 없어요."
 이 영화 만든 분 악마가 이 영화 만들라고 시킨듯..
 사랑의 힘과 신파로 떡칠된 영능력 수사물
 2편까진 괜찮았는데 3이 되면서 갑자기 헐리우드식 전개가 되버림..가족만세! 사랑만세!
 매우 지루함공포지수도 낮음
 전편들 보다 더 새로워진 느낌입니다 비오는 날 보니 더 무섭네여
 컨저링시리즈중 제일 재미없다고 생각합니다. 놀라는 장면도 딱히 없고 스토리는 좋지만 무섭지는 않았습니다. 잠들뻔한거 겨우 돈 생각해서 보고 나왔습니다.
 마치 보는내내 공포 비디오게임을 하는 느낌이랄까ㅠㅠ 다 보고 나오니까 비가와...더 무서움....
" 생각보다 더 재미있었고 컨저링1,2 안보고 봐도 이해되더라구요!"
 깜짝깜짝 놀라는 요소들도 많고 음향부터 장난 아니였어요.. 오랜만에 보는 공포영화였는데 역시 컨저링다웠습니다
조조로보고왔는데 아침부터 날흐려서 무섭다.. 원래 영화 3편이상끌면 후속작들 다망한다던데 이 영화는 갈수록 재밌어지는듯 적당히무섭고 스토리도 좋으니 꼭보시길
 초반에 수시로 깜짝놀래키는건 좋았는데 중후반부터 서서히 지루하고 안무서워지고 빨리 끝났으면 좋겠다는 생각이 듬
이번엔 약간 스릴러 미스터리 추리 이런 느낌 났음ㅇㅇ 좀 신선해진 느낌?
 잘 자다가 나왔습니다 ㅎ
 갠적으로 컨저링 시리즈 중에서 제일 재밌었던거 같음ㅋㅋㅋ
"공포 못 보는데두 소재가 흥미로워서 봤는데 개무서운데 재밌고 근데 겁나 무섭고 그치만 또 재밌고 무섭고 재밌고 무섭고,,"
" 1,2에 비해 구성이나 전개방식이 많이 달라졌는데 안좋은 방향으로 달라져서 지루할 정도 놀래키는 화면만 늘고 전작의 몰입감과 공포감은 개나 줘버렸음"
 컨저링 3부 너무 잘보고왔습니다^^
미쳤구 미쳤습니다 제임스완 작품 아니라고 무시하다 심장 재대로 멎고왔네요...ㅎㄷㄷ 걍 설명 필요없고 꼭 보세요 이번 가족 주인공 남자분 왤케 잘생김...계속 눈길가네요 ㅎ
어제 시사회로 보고 왔어요. 겁 많은 편인데도 잘만 봤습니당 재밌어요
"확실히 1,2편이랑은 색다른 분위기... 오프닝씬은 엑소시스트를 연상케했다..."
 컨저링 4는 안볼거같아요
 ??? : 오함마 가져와~!
 이제는 소재 거리가 떯어진거 같아요.중반부 부터 이 영화를 왜 보고있는건지지루했습니다...
 그만해....
 요즘 영화표 값도 비싼데 이 돈 주고 봐야하나 싶음 공포스러운 초반 빌드업에 비해 후반부로 갈수록 의문스러운 스토리 전개와 진행..갑작스러운 사랑의 힘 엔딩....
 글쎄요.. 보다가 중간에 잠듦. 악령이어쩌구.. 십자가뭐시기... 걍 지루함
 기대이하에요 ㅠㅠㅠ 큰 기대를 했나봐요
 컨저링 특유의 어두운 분위기는 초반 지나면서 사라진다.전개 방식도 전과 다르게 유치한 클리셰가 반복되고 깊이도 없다.워렌 부부의 매력으로 캐리.
